,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Income,year_sold,house_age_at_sale
747,182,490000.0,4,2.5,2650,9627,1.0,0,3,2,9,1610,1040.0,1976,0.0,98028,47.7684,-122.254,2650,9221,90167.0,2014,38.0
748,353,410000.0,2,2.25,1660,2128,2.0,0,4,2,9,1660,0.0,1974,0.0,98028,47.7528,-122.252,1640,2128,90167.0,2015,41.0
749,304,481000.0,4,2.5,2480,9869,1.0,0,4,2,9,1240,1240.0,1963,0.0,98028,47.7612,-122.229,2230,10310,90167.0,2015,52.0
750,66,320000.0,3,1.75,2220,11646,1.0,0,4,0,8,1270,950.0,1950,0.0,98028,47.7762,-122.27,1490,10003,90167.0,2014,64.0
751,229,420000.0,3,2.25,1800,9800,1.0,0,4,2,8,1300,500.0,1959,0.0,98028,47.7393,-122.244,1680,9545,90167.0,2014,55.0
752,117,355000.0,3,3.0,1850,9600,1.0,0,4,0,8,1230,620.0,1981,0.0,98028,47.7717,-122.25,1970,10000,90167.0,2014,33.0
753,61,605000.0,4,2.25,2940,48788,1.0,0,4,4,8,1520,1420.0,1961,0.0,98028,47.7422,-122.245,2470,14900,90167.0,2014,53.0
754,48,380000.0,4,2.25,2150,20181,1.0,0,4,0,8,1090,1060.0,1963,0.0,98028,47.7627,-122.245,2150,10480,90167.0,2014,51.0
755,340,506000.0,4,2.25,2040,12000,1.0,0,4,2,8,1300,740.0,1963,0.0,98028,47.7362,-122.241,1930,12000,90167.0,2015,52.0
756,361,415000.0,3,1.5,1740,9046,1.0,0,4,0,8,1740,0.0,1956,0.0,98028,47.7402,-122.255,1830,9513,90167.0,2015,59.0
757,131,375000.0,4,2.5,1900,9428,2.0,0,4,0,9,1900,0.0,1978,0.0,98028,47.7628,-122.244,1830,10480,90167.0,2014,36.0
758,97,390000.0,3,2.5,1690,10113,1.0,0,4,0,8,1310,380.0,1991,0.0,98028,47.7381,-122.223,1690,10113,90167.0,2014,23.0
759,83,425000.0,4,1.75,2120,15920,1.0,0,4,2,8,1060,1060.0,1960,0.0,98028,47.771,-122.258,2200,12580,90167.0,2014,54.0
760,74,431000.0,3,2.5,1710,12677,2.0,0,4,0,9,1710,0.0,1996,0.0,98028,47.75,-122.234,1610,12160,90167.0,2014,18.0
761,116,380000.0,2,2.5,1860,3504,2.0,0,4,0,8,1860,0.0,2000,0.0,98028,47.776,-122.239,1860,4246,90167.0,2014,14.0
762,4,379900.0,4,1.75,1500,11600,1.0,0,4,2,8,1000,500.0,1955,0.0,98028,47.7373,-122.241,1740,11600,90167.0,2014,59.0
763,111,415000.0,3,1.0,2020,19210,1.0,0,4,0,7,1760,260.0,1949,0.0,98028,47.7552,-122.229,1780,14469,90167.0,2014,65.0
764,25,389000.0,5,2.0,2330,10750,1.0,0,4,2,8,1190,1140.0,1962,0.0,98028,47.7325,-122.245,1830,10180,90167.0,2014,52.0
765,119,480000.0,3,1.5,2100,67269,1.0,0,4,2,8,1220,880.0,1949,0.0,98028,47.7592,-122.23,1610,15999,90167.0,2014,65.0
766,265,615000.0,4,1.5,2650,34000,2.0,0,4,2,8,2650,0.0,1930,0.0,98028,47.7516,-122.237,1960,34000,90167.0,2015,85.0
767,59,243000.0,2,1.5,1068,1758,2.0,0,4,0,8,1068,0.0,1990,0.0,98028,47.7527,-122.244,1078,1315,90167.0,2014,24.0
768,270,526750.0,5,2.5,2270,10700,1.0,0,4,2,9,1570,0,1963,0.0,98028,47.74100000000001,-122.256,2020,10230,90167.0,2015,52.0
769,355,480000.0,3,1.75,2920,21375,1.0,0,4,0,9,1850,1070.0,1961,0.0,98028,47.7666,-122.265,1540,8482,90167.0,2015,54.0
770,338,470500.0,4,2.25,2070,14000,1.0,0,4,0,8,1720,350.0,1958,0.0,98028,47.7484,-122.237,1690,14444,90167.0,2015,57.0
771,188,375000.0,3,2.0,1640,9750,1.0,0,4,0,8,1640,0.0,1959,0.0,98028,47.7425,-122.241,1340,9750,90167.0,2014,55.0
772,60,450000.0,3,1.75,1400,13775,1.0,0,4,0,9,1400,0.0,1963,0.0,98028,47.7413,-122.259,2200,10450,90167.0,2014,51.0
773,60,515000.0,3,2.5,2010,7200,2.0,0,4,0,9,2010,0.0,1994,0.0,98028,47.7372,-122.223,1970,7202,90167.0,2014,20.0
774,109,400000.0,3,2.25,1740,11040,2.0,0,4,0,9,1740,0.0,1980,0.0,98028,47.7376,-122.242,1720,11778,90167.0,2014,34.0
775,18,385000.0,3,1.5,1490,9630,1.0,0,4,2,9,1490,0.0,1959,0.0,98028,47.7623,-122.256,1960,10469,90167.0,2014,55.0
776,239,415000.0,3,2.5,1980,4274,2.0,0,4,0,8,1980,0.0,2003,0.0,98028,47.7767,-122.239,2000,4394,90167.0,2014,11.0
777,56,355000.0,2,2.25,1330,10838,2.0,0,4,0,9,1330,0.0,1985,0.0,98028,47.7689,-122.241,1390,10310,90167.0,2014,29.0
778,33,603500.0,4,2.5,4060,9734,1.0,0,1,0,10,2150,1910.0,1977,0.0,98028,47.7678,-122.254,2750,10370,90167.0,2014,37.0
779,90,650000.0,4,2.5,2860,5576,2.0,0,4,0,9,2860,0.0,2004,0.0,98028,47.745,-122.224,2290,10667,90167.0,2014,10.0
780,214,515000.0,4,2.5,2800,21370,2.0,0,4,0,9,2800,0.0,2003,0.0,98028,47.776,-122.246,1880,9336,90167.0,2014,11.0
781,27,400000.0,5,2.0,1930,9747,1.0,0,4,2,8,1020,910.0,1962,0.0,98028,47.7743,-122.235,2040,9370,90167.0,2014,52.0
782,38,368000.0,3,1.75,1710,10800,1.0,0,4,2,8,1710,0.0,1958,0.0,98028,47.7391,-122.241,1890,10800,90167.0,2014,56.0
783,105,405000.0,3,2.0,1740,18000,1.0,0,4,0,8,1230,510.0,1989,0.0,98028,47.7397,-122.242,1740,11250,90167.0,2014,25.0
784,147,450000.0,3,2.5,2820,10208,1.0,0,2,2,9,1410,1410.0,1954,0.0,98028,47.7609,-122.26,1540,10684,90167.0,2014,60.0
785,186,398000.0,3,1.75,1830,27468,1.0,0,4,0,8,1830,0.0,1954,0.0,98028,47.7754,-122.233,1860,10180,90167.0,2014,60.0
786,133,249000.0,2,2.0,1090,1357,2.0,0,4,0,8,1090,0.0,1990,0.0,98028,47.7526,-122.244,1078,1318,90167.0,2014,24.0
787,354,535000.0,3,2.5,2390,6263,2.0,0,4,0,10,2390,0.0,2003,0.0,98028,47.7379,-122.248,2390,11761,90167.0,2015,12.0
788,284,570000.0,4,2.5,2590,7910,2.0,0,4,0,10,2590,0.0,2003,0.0,98028,47.7378,-122.248,2110,11761,90167.0,2015,12.0
789,4,563000.0,4,3.0,3100,15480,2.0,0,4,0,9,2400,700.0,1996,0.0,98028,47.7466,-122.241,2000,42500,90167.0,2014,18.0
790,87,230000.0,3,0.75,1040,15000,1.0,0,4,0,7,1040,0.0,1941,0.0,98028,47.7639,-122.234,1410,19000,90167.0,2014,73.0
791,10,270000.0,3,1.0,1830,8209,1.0,0,4,0,8,1830,0.0,1942,0.0,98028,47.7439,-122.228,2150,12000,90167.0,2014,72.0
792,12,511000.0,3,2.5,1820,4883,2.0,0,4,0,10,1820,0.0,2005,0.0,98028,47.7355,-122.224,2720,5002,90167.0,2014,9.0
793,367,554990.0,3,2.5,2100,6092,2.0,0,4,0,9,2100,0.0,2013,0.0,98028,47.7508,-122.239,2250,8592,90167.0,2015,2.0
794,185,599950.0,5,2.25,2680,13292,1.0,0,4,0,9,1340,1340.0,1976,0.0,98028,47.7422,-122.257,2220,13181,90167.0,2014,38.0
795,59,480000.0,4,3.0,2440,9664,2.0,0,4,0,9,1890,550.0,1981,0.0,98028,47.7649,-122.253,2380,9609,90167.0,2014,33.0
796,178,333500.0,3,1.75,1320,7200,1.0,0,4,2,8,1320,0.0,1977,0.0,98028,47.7341,-122.237,1750,7260,90167.0,2014,37.0
797,249,769000.0,5,2.25,3320,13138,1.0,0,0,2,10,1900,0,1964,0.0,98028,47.75899999999999,-122.269,2820,13138,90167.0,2015,51.0
798,25,330000.0,4,1.0,1360,13372,1.0,0,4,0,8,1360,0.0,1955,0.0,98028,47.7622,-122.263,1540,10283,90167.0,2014,59.0
799,175,509000.0,4,2.5,2600,9355,1.0,0,4,0,10,1840,760.0,1983,0.0,98028,47.7446,-122.249,2250,7691,90167.0,2014,31.0
800,318,680000.0,4,1.0,2200,12137,1.0,0,1,2,9,1640,560.0,1956,0.0,98028,47.7473,-122.261,3250,17153,90167.0,2015,59.0
801,347,630000.0,5,3.5,4060,8309,2.0,0,4,0,10,2960,1100.0,2001,0.0,98028,47.757,-122.228,1730,11711,90167.0,2015,14.0
802,28,384950.0,3,2.5,1860,3690,2.0,0,4,0,8,1860,0.0,2000,0.0,98028,47.776,-122.239,1870,4394,90167.0,2014,14.0
803,327,250000.0,3,1.5,1170,9848,1.0,0,4,0,8,1170,0.0,1963,0.0,98028,47.7612,-122.234,2220,5542,90167.0,2015,52.0
804,238,207000.0,2,1.5,1068,1158,2.0,0,4,0,8,1068,0.0,1990,0.0,98028,47.753,-122.244,1078,1278,90167.0,2014,24.0
805,7,580000.0,4,2.5,2840,6268,2.0,0,4,0,10,2840,0.0,1998,0.0,98028,47.7386,-122.235,2790,6526,90167.0,2014,16.0
806,55,560000.0,4,2.5,2480,16360,1.0,0,4,4,8,1510,970.0,1959,0.0,98028,47.7638,-122.265,1770,15205,90167.0,2014,55.0
807,66,450000.0,3,2.5,1990,12793,2.0,0,4,0,9,1990,0.0,1993,0.0,98028,47.7347,-122.226,2290,9035,90167.0,2014,21.0
808,248,435000.0,4,2.5,2060,10125,2.0,0,4,2,8,1560,500.0,1979,0.0,98028,47.764,-122.262,1760,9876,90167.0,2015,36.0
809,82,485000.0,4,2.5,2420,10603,1.0,0,4,4,8,1210,1210.0,1958,0.0,98028,47.7397,-122.259,1750,10800,90167.0,2014,56.0
810,227,490000.0,4,2.5,2242,37451,2.0,0,4,0,9,2242,0.0,1995,0.0,98028,47.7443,-122.228,2242,13125,90167.0,2014,19.0
811,201,240000.0,2,1.5,1078,1263,2.0,0,4,0,8,1078,0.0,1990,0.0,98028,47.7532,-122.244,1078,1263,90167.0,2014,24.0
812,290,533000.0,4,2.5,2590,6394,2.0,0,4,0,9,2590,0.0,2003,0.0,98028,47.7599,-122.233,2500,5328,90167.0,2015,12.0
813,336,419000.0,4,2.25,1880,9727,1.0,0,4,0,8,1100,780.0,1979,0.0,98028,47.7731,-122.257,1790,10274,90167.0,2015,36.0
814,305,319900.0,2,1.0,1380,9251,1.0,0,4,0,8,1380,0.0,1940,0.0,98028,47.7486,-122.249,1870,12158,90167.0,2015,75.0
815,158,434000.0,3,1.75,1660,8301,1.0,0,4,4,8,1660,0.0,1955,0.0,98028,47.7647,-122.263,1660,9489,90167.0,2014,59.0
816,297,700000.0,3,1.75,1990,13000,2.0,0,3,0,10,1990,0.0,1980,0.0,98028,47.7439,-122.262,2880,11340,90167.0,2015,35.0
817,95,309500.0,3,1.5,1340,13560,1.0,0,4,0,8,1340,0.0,1968,0.0,98028,47.74100000000001,-122.234,1540,15000,90167.0,2014,46.0
818,223,249000.0,3,1.0,1090,10296,1.0,0,4,2,7,1090,0.0,1950,0.0,98028,47.7743,-122.26,1910,10296,90167.0,2014,64.0
819,313,448500.0,3,2.25,1830,7943,2.0,0,4,0,9,1830,0.0,1985,0.0,98028,47.7466,-122.249,2100,8070,90167.0,2015,30.0
820,4,513000.0,4,2.5,2000,5684,2.0,0,4,0,9,2000,0.0,1996,0.0,98028,47.7443,-122.22,2210,7066,90167.0,2014,18.0
821,39,505000.0,3,2.5,2340,5957,2.0,0,4,0,9,2340,0.0,1995,0.0,98028,47.7347,-122.236,2340,6604,90167.0,2014,19.0
822,150,599000.0,4,4.75,3700,11000,1.0,0,4,2,8,1840,1860.0,1962,0.0,98028,47.768,-122.251,1720,11564,90167.0,2014,52.0
823,263,196000.0,3,2.25,1510,9600,1.0,0,4,3,8,1090,420.0,1966,0.0,98028,47.7758,-122.238,1870,10681,90167.0,2015,49.0
824,98,499000.0,3,2.25,3010,9600,2.0,0,4,0,9,2410,600.0,1978,0.0,98028,47.7671,-122.263,2620,9660,90167.0,2014,36.0
825,351,160000.0,2,1.0,1140,23030,1.0,0,4,0,9,1140,0.0,1980,0.0,98028,47.7637,-122.266,1850,14260,90167.0,2015,35.0
826,56,300000.0,3,1.5,1590,8911,1.0,0,4,0,8,1590,0.0,1956,0.0,98028,47.7394,-122.252,1590,9625,90167.0,2014,58.0
827,179,290000.0,3,1.75,1460,7980,1.0,0,4,0,8,1460,0.0,1972,0.0,98028,47.7713,-122.265,1920,7980,90167.0,2014,42.0
828,59,515000.0,3,2.5,2600,4506,2.0,0,4,0,9,2600,0.0,2003,0.0,98028,47.7353,-122.222,2600,4658,90167.0,2014,11.0
829,275,600000.0,4,2.75,2950,5803,2.0,0,4,0,10,2950,0.0,2007,0.0,98028,47.7368,-122.231,2940,5803,90167.0,2015,8.0
830,150,315000.0,3,1.0,1070,9497,1.0,0,4,0,8,1070,0.0,1955,0.0,98028,47.7425,-122.23,1710,9561,90167.0,2014,59.0
831,318,1130000.0,6,3.25,3870,24700,2.0,0,4,0,0,2520,1350.0,1989,0.0,98028,47.7517,-122.233,2360,30030,90167.0,2015,26.0
832,269,427500.0,4,2.5,2010,6294,2.0,0,4,0,8,2010,0.0,2000,0.0,98028,47.776,-122.24,1870,4394,90167.0,2015,15.0
833,74,409000.0,2,2.25,1640,2128,2.0,0,4,2,9,1640,0.0,1974,0.0,98028,47.753,-122.252,1640,2128,90167.0,2014,40.0
834,291,364000.0,3,2.25,1420,6600,1.0,0,4,0,8,1160,260.0,1987,0.0,98028,47.77,-122.265,1920,7902,90167.0,2015,28.0
835,354,402500.0,3,2.25,2160,9540,2.0,0,4,0,9,2160,0.0,1979,0.0,98028,47.7668,-122.243,1720,12593,90167.0,2015,36.0
836,233,600000.0,3,1.75,2300,12682,1.0,0,0,0,9,2300,0.0,1955,0.0,98028,47.7588,-122.27,2720,14643,90167.0,2014,59.0
837,54,374500.0,3,2.25,1400,11400,2.0,0,4,0,9,1400,0.0,1984,0.0,98028,47.7428,-122.231,2180,9248,90167.0,2014,30.0
838,338,439000.0,4,2.5,2800,17279,1.0,0,0,0,8,1560,1240.0,1957,0.0,98028,47.7596,-122.269,3060,13423,90167.0,2015,58.0
839,257,275000.0,2,2.5,1340,5995,2.0,0,4,0,8,1340,0.0,1989,0.0,98028,47.7366,-122.233,1540,6616,90167.0,2015,26.0
840,136,450000.0,3,1.5,1440,9711,1.0,0,4,0,8,1140,300.0,1956,0.0,98028,47.7394,-122.252,1590,9711,90167.0,2014,58.0
841,204,385000.0,4,1.75,1970,10358,1.0,0,4,0,9,1540,430.0,1977,0.0,98028,47.7719,-122.255,1900,10358,90167.0,2014,37.0
842,27,400000.0,4,2.0,1670,12056,1.0,0,4,0,8,1670,0.0,1955,0.0,98028,47.7418,-122.244,1860,12056,90167.0,2014,59.0
843,83,375000.0,3,1.0,1610,11250,1.0,0,4,0,8,1090,520.0,1975,0.0,98028,47.7391,-122.256,2040,10692,90167.0,2014,39.0
844,145,280000.0,3,1.0,1720,9605,1.0,0,4,0,8,860,860.0,1969,0.0,98028,47.7439,-122.242,1720,9998,90167.0,2014,45.0
845,270,476000.0,4,1.75,2340,17541,1.0,0,4,2,8,1360,980.0,1956,0.0,98028,47.745,-122.229,2250,9212,90167.0,2015,59.0
846,119,415000.0,3,1.5,1860,9003,1.0,0,4,0,8,1490,370.0,1955,0.0,98028,47.7624,-122.26,2090,11574,90167.0,2014,59.0
847,354,510000.0,3,2.5,1830,8133,1.0,0,4,0,9,1390,440.0,1996,0.0,98028,47.7478,-122.247,2310,11522,90167.0,2015,19.0
848,126,500000.0,3,2.25,2010,7447,2.0,0,4,0,9,2010,0.0,1985,0.0,98028,47.747,-122.248,2230,7846,90167.0,2014,29.0
849,352,735000.0,3,1.75,2250,11520,1.0,0,2,0,9,2250,0.0,1956,0.0,98028,47.7619,-122.268,2730,12445,90167.0,2015,59.0
850,82,272925.0,2,1.0,1280,5728,1.5,0,4,4,7,1280,0.0,1941,0.0,98028,47.7477,-122.232,2480,9775,90167.0,2014,73.0
851,19,520000.0,4,2.5,3290,11446,2.0,0,4,0,9,3290,0.0,1992,0.0,98028,47.7399,-122.234,2050,11933,90167.0,2014,22.0
852,143,400000.0,3,1.75,1560,8456,1.0,0,4,4,8,1560,0.0,1970,0.0,98028,47.7769,-122.25,2230,13109,90167.0,2014,44.0
853,144,350000.0,3,2.25,1840,9929,1.0,0,4,0,8,1200,640.0,1987,0.0,98028,47.7408,-122.236,1710,9929,90167.0,2014,27.0
854,139,609000.0,3,2.5,2630,10131,2.0,0,4,0,10,2630,0.0,1989,0.0,98028,47.7695,-122.259,2800,10123,90167.0,2014,25.0
855,68,470000.0,4,2.25,2380,17199,2.0,0,4,0,9,1530,850.0,1979,0.0,98028,47.7668,-122.27,2280,11529,90167.0,2014,35.0
856,316,590000.0,3,2.5,2830,5788,2.0,0,4,0,10,2830,0.0,2001,0.0,98028,47.7604,-122.235,2500,5802,90167.0,2015,14.0
857,74,396000.0,4,1.75,1970,12409,1.0,0,4,2,8,1220,750.0,1968,0.0,98028,47.7489,-122.236,1690,10720,90167.0,2014,46.0
858,330,625000.0,4,2.25,3230,9935,2.0,0,4,0,9,3230,0.0,1986,0.0,98028,47.7685,-122.257,2820,9722,90167.0,2015,29.0
859,46,375000.0,3,1.75,1160,22470,1.0,0,4,2,8,1160,0.0,1976,0.0,98028,47.7595,-122.23,1940,15999,90167.0,2014,38.0
860,345,479900.0,4,2.0,2510,9750,1.0,0,4,0,9,1630,880.0,1960,0.0,98028,47.7438,-122.229,1980,9750,90167.0,2015,55.0
861,333,400000.0,4,1.75,1770,12875,1.0,0,4,0,9,1770,0.0,1988,0.0,98028,47.7438,-122.247,2150,12875,90167.0,2015,27.0
862,26,425000.0,4,2.75,1680,9545,1.0,0,4,2,8,1080,600.0,1979,0.0,98028,47.739,-122.243,1890,9545,90167.0,2014,35.0
863,257,610000.0,4,3.0,2600,29539,1.0,0,4,0,9,2600,0.0,1994,0.0,98028,47.746,-122.231,1810,11600,90167.0,2015,21.0
864,255,420000.0,3,2.25,2520,26943,1.0,0,4,0,8,1760,760.0,1977,0.0,98028,47.7728,-122.25,2300,10004,90167.0,2015,38.0
865,269,335000.0,3,1.75,1510,9720,1.0,0,4,0,8,1510,0.0,1948,0.0,98028,47.7728,-122.258,1520,10037,90167.0,2015,67.0
866,35,1120000.0,5,2.75,4400,18500,1.0,0,3,4,10,2250,2150.0,1963,0.0,98028,47.7424,-122.263,3290,19257,90167.0,2014,51.0
867,178,546200.0,3,2.5,2678,6607,2.0,0,4,0,10,2678,0.0,1998,0.0,98028,47.738,-122.235,2780,6607,90167.0,2014,16.0
868,311,268300.0,3,1.0,1190,9000,1.0,0,4,0,8,1190,0.0,1968,0.0,98028,47.77,-122.264,1960,7200,90167.0,2015,47.0
869,129,362000.0,3,1.0,1290,10125,1.0,0,4,2,8,1290,0.0,1956,0.0,98028,47.7641,-122.265,1760,14460,90167.0,2014,58.0
870,195,1600000.0,3,2.25,3370,23065,1.0,1,1,0,0,1920,1450.0,1980,0.0,98028,47.7434,-122.263,3410,19688,90167.0,2014,34.0
871,47,630000.0,4,2.5,2807,9430,2.0,0,4,0,9,2807,0.0,1996,0.0,98028,47.7449,-122.223,2028,11056,90167.0,2014,18.0
872,324,374990.0,3,2.5,1300,10484,2.0,0,4,0,9,1300,0.0,1983,0.0,98028,47.7768,-122.268,1380,7868,90167.0,2015,32.0
873,110,367500.0,3,1.0,1570,10050,1.0,0,4,0,8,1570,0.0,1963,0.0,98028,47.736,-122.231,2540,9940,90167.0,2014,51.0
874,166,535000.0,4,2.5,2360,15008,1.0,0,4,0,10,1920,440.0,1986,0.0,98028,47.7363,-122.254,2680,15344,90167.0,2014,28.0
875,248,449000.0,3,2.25,1960,44634,1.0,0,4,0,8,1130,830.0,1984,0.0,98028,47.7769,-122.253,1970,44634,90167.0,2015,31.0
876,126,383000.0,4,1.75,1830,11090,1.0,0,4,0,8,1060,770.0,1962,0.0,98028,47.7333,-122.246,1990,10917,90167.0,2014,52.0
877,226,387846.0,4,1.75,2520,15205,1.0,0,4,2,8,2040,480.0,1954,0.0,98028,47.7642,-122.264,1680,10000,90167.0,2014,60.0
878,350,580000.0,3,2.75,2650,9752,1.0,0,4,0,10,2650,0.0,1989,0.0,98028,47.768,-122.259,3030,9910,90167.0,2015,26.0
879,246,322968.0,5,1.75,1890,9600,1.0,0,4,2,8,1890,0.0,1960,0.0,98028,47.7391,-122.241,2350,5308,90167.0,2015,55.0
880,18,335000.0,3,1.0,1060,10050,1.0,0,4,2,8,1060,0.0,1967,0.0,98028,47.7355,-122.231,1570,9938,90167.0,2014,47.0
881,17,446000.0,5,2.75,2190,12687,1.0,0,4,4,8,1370,820.0,1978,0.0,98028,47.7762,-122.257,2280,10784,90167.0,2014,36.0
882,326,406000.0,3,1.75,1270,6017,1.0,0,4,2,8,1030,240.0,1990,0.0,98028,47.737,-122.225,1630,7381,90167.0,2015,25.0
883,34,385000.0,3,2.25,1710,11500,1.0,0,4,0,8,1210,500.0,1978,0.0,98028,47.7675,-122.267,1800,11500,90167.0,2014,36.0
884,146,400000.0,4,1.5,2150,11026,1.0,0,4,2,8,2150,0.0,1952,0.0,98028,47.7635,-122.263,1760,10283,90167.0,2014,62.0
885,291,350000.0,2,1.0,720,5820,1.0,0,2,4,7,720,0.0,1950,0.0,98028,47.7598,-122.255,952,5820,90167.0,2015,65.0
886,261,440000.0,4,1.75,2180,10200,1.0,0,0,0,9,2000,180.0,1966,0.0,98028,47.7638,-122.27,2590,10445,90167.0,2015,49.0
887,271,239950.0,2,1.5,1068,1452,2.0,0,4,0,8,1068,0.0,1990,0.0,98028,47.753,-122.244,1078,1357,90167.0,2015,25.0
888,312,565000.0,3,2.25,2440,8378,1.0,0,4,0,8,1480,960.0,1962,0.0,98028,47.7705,-122.26,2510,9602,90167.0,2015,53.0
889,115,440000.0,4,2.5,2300,10880,1.0,0,4,2,8,1190,1110.0,1961,0.0,98028,47.7341,-122.242,1960,10400,90167.0,2014,53.0
890,75,375000.0,3,1.0,1520,10798,1.0,0,4,0,8,1520,0.0,1953,0.0,98028,47.7635,-122.262,1670,9876,90167.0,2014,61.0
891,298,345000.0,4,1.0,2020,18150,1.0,0,4,2,8,2020,0.0,1955,0.0,98028,47.739,-122.249,1530,11970,90167.0,2015,60.0
892,221,385000.0,4,2.5,2030,11375,1.0,0,4,0,8,1330,700.0,1969,0.0,98028,47.7765,-122.261,1500,9160,90167.0,2014,45.0
893,118,259000.0,3,2.0,1610,14046,2.0,0,4,0,8,1610,0.0,1933,1988.0,98028,47.7704,-122.264,2410,9000,90167.0,2014,81.0
894,173,420000.0,2,1.0,960,112384,1.0,0,4,0,8,960,0.0,1955,0.0,98028,47.7642,-122.234,1210,24875,90167.0,2014,59.0
895,5,409500.0,4,2.75,2140,13000,1.0,0,4,0,8,1320,820.0,1968,0.0,98028,47.7683,-122.252,2360,11000,90167.0,2014,46.0
896,348,515000.0,2,1.75,950,15219,1.0,0,4,0,9,950,0.0,2009,0.0,98028,47.7723,-122.262,1560,12416,90167.0,2015,6.0
897,319,595000.0,3,2.5,2550,6677,2.0,0,4,0,9,2550,0.0,2002,0.0,98028,47.7336,-122.232,1930,7217,90167.0,2015,13.0
898,250,559950.0,5,3.5,2450,8193,2.0,0,4,0,10,2450,0.0,2005,0.0,98028,47.7721,-122.241,2310,8193,90167.0,2015,10.0
899,352,330000.0,5,1.75,2100,7347,1.0,0,4,0,8,1070,1030.0,1981,0.0,98028,47.7751,-122.268,2170,9418,90167.0,2015,34.0
900,14,445000.0,3,3.0,1970,24318,1.0,0,4,0,9,1970,0.0,2010,0.0,98028,47.7651,-122.246,2150,14695,90167.0,2014,4.0
901,75,351000.0,3,1.0,1160,10518,1.0,0,4,0,8,1160,0.0,1960,0.0,98028,47.7343,-122.22,1670,9380,90167.0,2014,54.0
902,341,425000.0,4,1.75,1910,16785,1.0,0,4,2,8,1110,0,1981,0.0,98028,47.7474,-122.235,1590,9900,90167.0,2015,34.0
903,196,430000.0,3,2.0,2350,12480,1.0,0,4,0,8,1600,750.0,1981,0.0,98028,47.7661,-122.262,2160,12000,90167.0,2014,33.0
904,133,512500.0,4,2.25,2200,6900,2.0,0,4,2,9,2200,0.0,1975,0.0,98028,47.7682,-122.261,2400,6900,90167.0,2014,39.0
905,55,370000.0,3,1.5,2380,14500,1.0,0,4,2,8,1850,530.0,1961,0.0,98028,47.7714,-122.256,1830,13600,90167.0,2014,53.0
906,33,545000.0,5,2.5,2730,17240,1.0,0,4,4,8,1660,1070.0,1958,0.0,98028,47.7646,-122.267,2250,13200,90167.0,2014,56.0
907,367,480000.0,3,2.25,1820,15000,1.0,0,4,0,8,1480,340.0,1978,0.0,98028,47.7401,-122.249,1930,13600,90167.0,2015,37.0
908,285,590000.0,4,2.0,2990,12970,1.5,0,0,2,8,1960,1030.0,1948,0.0,98028,47.7605,-122.258,2500,10680,90167.0,2015,67.0
909,24,379950.0,3,1.5,1690,9144,1.0,0,4,2,8,1140,550.0,1956,0.0,98028,47.739,-122.253,1840,10600,90167.0,2014,58.0
910,238,495000.0,3,2.75,2430,14861,1.0,0,4,0,10,1530,900.0,1988,0.0,98028,47.7461,-122.247,2230,10300,90167.0,2014,26.0
911,337,493000.0,4,2.5,2070,4270,2.0,0,4,0,9,2070,0.0,2010,0.0,98028,47.773,-122.265,2070,4610,90167.0,2015,5.0
912,222,650000.0,4,2.5,3700,4500,2.0,0,4,0,10,3700,0.0,2007,0.0,98028,47.7473,-122.23,3050,5047,90167.0,2014,7.0
913,344,600000.0,3,3.0,3530,8345,2.0,0,4,0,0,3530,0.0,2006,0.0,98028,47.7338,-122.234,1940,9600,90167.0,2015,9.0
914,180,450000.0,3,2.5,2280,4557,2.0,0,4,0,9,2280,0.0,2010,0.0,98028,47.7733,-122.266,2070,4610,90167.0,2014,4.0
915,32,400000.0,3,2.25,1450,4706,2.0,0,4,0,8,1450,0.0,2009,0.0,98028,47.761,-122.232,1490,4667,90167.0,2014,5.0
916,74,740000.0,4,2.5,3050,8000,2.0,0,4,0,10,3050,0.0,2007,0.0,98028,47.7465,-122.231,1910,8000,90167.0,2014,7.0
917,252,550000.0,4,2.75,3650,4534,2.0,0,4,0,8,2940,710.0,2014,0.0,98028,47.7397,-122.224,2400,7682,90167.0,2015,1.0
918,116,520000.0,4,2.5,2900,4950,2.0,0,4,0,9,2900,0.0,2004,0.0,98028,47.7717,-122.236,2590,4950,90167.0,2014,10.0
919,167,535000.0,5,2.75,2620,6389,2.0,0,4,0,10,2620,0.0,2007,0.0,98028,47.77,-122.236,2620,4504,90167.0,2014,7.0
920,11,502000.0,4,2.5,2040,5616,2.0,0,4,0,9,2040,0.0,2012,0.0,98028,47.7737,-122.238,2380,4737,90167.0,2014,2.0
921,54,594000.0,4,2.75,2720,4613,2.0,0,4,0,10,2720,0.0,2005,0.0,98028,47.7352,-122.223,2830,4836,90167.0,2014,9.0
922,206,570000.0,4,2.5,2890,5801,2.0,0,4,0,10,2890,0.0,2005,0.0,98028,47.7349,-122.238,2890,6286,90167.0,2014,9.0
923,28,365250.0,3,2.25,1490,4522,2.0,0,4,0,8,1490,0.0,2009,0.0,98028,47.7611,-122.233,1580,4667,90167.0,2014,5.0
924,317,425000.0,4,2.5,1940,4517,1.0,0,4,0,9,1190,750.0,2010,0.0,98028,47.776,-122.26,1910,10410,90167.0,2015,5.0
