,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Income,house_age,year_sold,season,renovated,view_cat
1464,475580.0,3,1.75,1520,11085,1.0,0,0,9,1520,0.0,1983,0.0,37,47.646,-122.068,2310,9647,62554.0,39,2014,1,0,0
1465,712000.0,4,2.25,2450,11960,1.0,0,0,0,2450,0.0,1979,0.0,37,47.6351,-122.06,2600,11960,62554.0,43,2014,3,0,0
1466,570000.0,3,2.5,2420,11953,1.0,0,0,10,2420,0.0,1990,0.0,37,47.6285,-122.054,2420,12215,62554.0,32,2014,3,0,0
1467,530000.0,3,2.5,1950,9906,2.0,0,0,9,1950,0.0,1988,0.0,37,47.6363,-122.025,1860,7689,62554.0,34,2014,1,0,0
1468,500000.0,3,3.5,2150,4368,2.0,0,0,9,1610,540.0,1998,0.0,37,47.6213,-122.065,2390,16630,62554.0,24,2015,1,0,0
1469,964000.0,3,2.5,3630,9475,2.0,0,0,1,3630,0.0,1999,0.0,37,47.6544,-122.085,3250,11605,62554.0,23,2015,1,0,0
1470,535000.0,3,2.5,2400,12546,1.0,0,0,10,2400,0.0,1983,0.0,37,47.6317,-122.041,2940,12150,62554.0,39,2014,3,0,0
1471,366000.0,3,2.0,1350,10200,1.0,0,0,8,1350,0.0,1977,0.0,37,47.6159,-122.05,1820,9600,62554.0,45,2014,2,0,0
1472,697000.0,4,2.5,3160,6961,2.0,0,0,9,3160,0.0,2005,0.0,37,47.6125,-122.01,3110,5058,62554.0,17,2014,2,0,0
1473,611000.0,4,2.5,2460,4200,2.0,0,0,9,2460,0.0,1998,0.0,37,47.6031,-122.021,2330,4200,62554.0,24,2014,1,0,0
1474,434900.0,3,2.0,1520,11067,1.0,0,0,8,1140,380.0,1983,0.0,37,47.6326,-122.03299999999999,1280,11371,62554.0,39,2014,2,0,0
1475,1080000.0,3,2.5,3720,11610,2.0,0,0,1,3720,0.0,1982,0.0,37,47.636,-122.04899999999999,3530,11877,62554.0,40,2014,1,0,0
1476,715000.0,4,2.5,2970,5722,2.0,0,0,10,2970,0.0,2005,0.0,37,47.6134,-122.042,3940,4848,62554.0,17,2014,3,0,0
1477,418500.0,3,2.0,1800,12440,1.0,0,0,9,1220,580.0,1978,0.0,37,47.6254,-122.05,2460,12352,62554.0,44,2015,1,0,0
1478,386500.0,2,1.5,1280,11071,1.0,0,0,8,850,430.0,1984,0.0,37,47.6351,-122.03299999999999,1280,10879,62554.0,38,2015,0,0,0
1479,810000.0,5,3.25,3290,6422,2.0,0,0,10,3290,0.0,2012,0.0,37,47.5933,-122.061,3210,6891,62554.0,10,2014,3,0,0
1480,491300.0,3,1.75,1750,11340,1.0,0,2,8,1300,450.0,1987,0.0,37,47.6099,-122.05799999999999,2310,11340,62554.0,35,2014,1,0,1
1481,640000.0,3,2.5,2390,8315,2.0,0,2,10,2390,0.0,1990,0.0,37,47.6271,-122.02799999999999,2370,7816,62554.0,32,2014,2,0,0
1482,495000.0,4,1.75,2570,12039,1.0,0,0,9,1910,660.0,1978,0.0,37,47.62600000000001,-122.04799999999999,2200,12384,62554.0,44,2014,2,0,0
1483,698000.0,3,2.5,2580,4636,2.0,0,0,10,2580,0.0,2006,0.0,37,47.6201,-122.025,2480,4500,62554.0,16,2014,2,0,0
1484,762300.0,4,2.5,3880,14550,2.0,0,0,0,3880,0.0,1987,0.0,37,47.6378,-122.04,3240,14045,62554.0,35,2014,1,0,0
1485,420000.0,3,2.5,1770,3993,2.0,0,0,9,1770,0.0,1999,0.0,37,47.6027,-122.02,1820,4046,62554.0,23,2014,3,0,0
1486,549000.0,3,2.25,1920,10961,2.0,0,0,9,1920,0.0,1981,0.0,37,47.6432,-122.057,2000,10706,62554.0,41,2014,2,0,0
1487,485000.0,3,2.5,1680,7385,2.0,0,0,9,1680,0.0,1988,0.0,37,47.6194,-122.041,1970,7470,62554.0,34,2015,0,0,0
1488,805000.0,3,2.5,2690,17461,2.0,0,0,0,2690,0.0,1997,0.0,37,47.653999999999996,-122.088,3610,16887,62554.0,25,2014,3,0,1
1489,405000.0,2,1.0,1090,10481,1.0,0,1,8,780,310.0,1981,0.0,37,47.632,-122.03,1160,10533,62554.0,41,2014,2,0,0
1490,557865.0,4,2.5,3030,6813,2.0,0,0,10,3030,0.0,1987,0.0,37,47.6296,-122.029,2310,8682,62554.0,35,2014,3,0,0
1491,664000.0,4,2.5,2390,8432,2.0,0,0,10,2390,0.0,1998,0.0,37,47.6027,-122.024,2710,7417,62554.0,24,2014,2,0,0
1492,675000.0,4,2.5,2900,5505,2.0,0,0,9,2900,0.0,2002,0.0,37,47.6063,-122.02,2970,5251,62554.0,20,2014,2,0,0
1493,660000.0,3,3.0,2470,11900,2.0,0,0,10,2290,180.0,1976,0.0,37,47.64100000000001,-122.057,2590,11900,62554.0,46,2015,0,0,0
1494,691000.0,4,3.0,3040,11651,2.0,0,0,0,3040,0.0,1987,0.0,37,47.6348,-122.038,2540,11815,62554.0,35,2015,0,0,0
1496,785000.0,4,2.5,2990,9374,2.0,0,0,10,2990,0.0,2003,0.0,37,47.6287,-122.024,2440,8711,62554.0,19,2014,2,0,0
1497,475000.0,3,2.25,1580,12177,1.0,0,0,8,1200,380.0,1981,0.0,37,47.6254,-122.045,1660,11374,62554.0,41,2014,1,0,0
1498,895000.0,4,3.0,3570,10273,1.5,0,0,10,2630,940.0,1935,2007.0,37,47.6394,-122.07700000000001,3640,15324,62554.0,87,2015,1,1,1
1499,454800.0,4,2.25,2490,10720,1.0,0,2,8,1400,1090.0,1979,0.0,37,47.6137,-122.06,3080,10720,62554.0,43,2014,2,0,1
1500,807500.0,4,2.5,3190,24170,2.0,0,0,0,3190,0.0,2002,0.0,37,47.6209,-122.052,2110,26321,62554.0,20,2015,1,0,0
1502,401000.0,3,2.0,1240,11172,1.0,0,0,8,1000,240.0,1984,0.0,37,47.6364,-122.037,1330,14102,62554.0,38,2014,2,0,0
1503,745000.0,3,2.5,2970,11985,1.0,0,0,10,1770,1200.0,1995,0.0,37,47.6359,-122.052,2990,12049,62554.0,27,2014,3,0,0
1504,633000.0,4,2.5,2020,8044,2.0,0,0,9,2020,0.0,1990,0.0,37,47.6247,-122.04299999999999,2320,7328,62554.0,32,2015,0,0,0
1505,410000.0,3,2.25,1450,19206,2.0,0,0,8,1450,0.0,1989,0.0,37,47.62,-122.052,1710,21485,62554.0,33,2014,2,0,0
1506,473000.0,3,2.25,1620,12309,2.0,0,0,8,1620,0.0,1987,0.0,37,47.6188,-122.029,2030,13963,62554.0,35,2014,3,0,0
1507,603000.0,4,2.25,2110,11155,2.0,0,0,10,2110,0.0,1975,0.0,37,47.6386,-122.05799999999999,2660,11900,62554.0,47,2015,1,0,0
1509,502000.0,3,2.5,1870,9135,1.0,0,0,8,1250,620.0,1984,0.0,37,47.6269,-122.06,1550,9100,62554.0,38,2014,3,0,0
1511,657000.0,4,2.75,3060,35380,1.0,0,0,10,1810,1250.0,1982,0.0,37,47.6198,-122.038,1980,10425,62554.0,40,2014,2,0,0
1512,665000.0,3,2.5,2330,15536,1.0,0,0,0,2330,0.0,1996,0.0,37,47.655,-122.087,3320,17461,62554.0,26,2014,2,0,1
1514,565000.0,4,2.5,2330,7936,2.0,0,0,10,2330,0.0,1987,0.0,37,47.6269,-122.03,2460,8137,62554.0,35,2014,2,0,0
1515,962800.0,4,2.75,3630,11775,2.0,0,0,0,3630,0.0,1999,0.0,37,47.6378,-122.066,3800,12451,62554.0,23,2015,0,0,0
1516,517000.0,3,1.75,1740,10000,1.0,0,0,8,1740,0.0,1976,2009.0,37,47.617,-122.05799999999999,1350,7500,62554.0,46,2014,3,1,0
1517,572000.0,3,1.75,1850,22767,1.5,0,4,7,1850,0.0,1908,0.0,37,47.6144,-122.06700000000001,2700,17906,62554.0,114,2015,0,0,1
1518,970000.0,4,2.75,3980,9209,2.0,0,0,1,3980,0.0,2002,0.0,37,47.6286,-122.064,3800,9333,62554.0,20,2015,0,0,0
1519,339300.0,3,2.0,970,10000,1.0,0,4,8,970,0.0,1972,0.0,37,47.6205,-122.06299999999999,1230,7500,62554.0,50,2014,3,0,0
1520,500000.0,3,1.75,1780,11096,1.0,0,0,8,1210,570.0,1979,0.0,37,47.617,-122.051,1780,10640,62554.0,43,2015,0,0,0
1521,782500.0,3,2.5,3750,7821,2.0,0,0,10,3750,0.0,2001,0.0,37,47.6325,-122.064,3210,8405,62554.0,21,2015,1,0,0
1522,640000.0,4,2.5,2500,7417,2.0,0,0,10,2500,0.0,1991,0.0,37,47.6251,-122.02600000000001,2770,8188,62554.0,31,2014,2,0,0
1523,485000.0,3,2.25,1570,8111,2.0,0,0,9,1570,0.0,1984,0.0,37,47.6324,-122.02799999999999,1990,7875,62554.0,38,2015,0,0,0
1524,382500.0,3,1.5,1090,9862,1.0,0,0,9,1090,0.0,1987,0.0,37,47.6256,-122.036,1710,9862,62554.0,35,2015,1,0,0
1525,354000.0,3,2.0,1010,21340,1.0,0,0,9,1010,0.0,1980,0.0,37,47.6223,-122.04299999999999,1700,13045,62554.0,42,2014,2,0,0
1526,590000.0,3,2.5,2520,10223,2.0,0,0,0,2520,0.0,1988,0.0,37,47.631,-122.042,2630,10091,62554.0,34,2014,2,0,0
1527,645000.0,4,2.5,3160,11380,2.0,0,0,10,3160,0.0,1983,0.0,37,47.6318,-122.039,2970,10385,62554.0,39,2014,1,0,0
1528,792000.0,3,2.5,2250,19270,2.0,0,0,9,2250,0.0,1999,0.0,37,47.6569,-122.088,2940,19541,62554.0,23,2015,1,0,0
1529,545000.0,4,2.5,2040,7412,2.0,0,0,9,2040,0.0,1988,0.0,37,47.6347,-122.02600000000001,2050,7830,62554.0,34,2014,2,0,0
1530,666500.0,4,2.5,2860,6600,2.0,0,0,10,2860,0.0,2000,0.0,37,47.6067,-122.01700000000001,2790,6723,62554.0,22,2014,2,0,0
1531,675000.0,4,4.0,3680,18804,2.0,0,0,0,3680,0.0,1990,0.0,37,47.6193,-122.014,3200,15954,62554.0,32,2014,1,0,0
1532,570000.0,4,2.5,2640,4200,2.0,0,0,9,2640,0.0,1998,0.0,37,47.6038,-122.02,2460,4200,62554.0,24,2014,2,0,0
1533,688000.0,3,3.0,3450,16200,2.0,0,0,0,3450,0.0,1983,0.0,37,47.6319,-122.041,3130,12150,62554.0,39,2014,1,0,0
1534,539000.0,3,2.0,2260,9568,1.0,0,0,9,1780,480.0,1985,0.0,37,47.6457,-122.05799999999999,2250,9744,62554.0,37,2014,1,0,0
1535,315000.0,3,1.0,1010,7500,1.0,0,2,8,1010,0.0,1975,0.0,37,47.6172,-122.061,1250,10000,62554.0,47,2014,2,0,0
1536,405000.0,3,1.0,1460,10000,1.5,0,0,8,1460,0.0,2002,0.0,37,47.6214,-122.06299999999999,1910,10000,62554.0,20,2014,1,0,0
1537,568500.0,4,2.5,2460,4200,2.0,0,0,9,2460,0.0,1998,0.0,37,47.6041,-122.02,2460,4200,62554.0,24,2014,1,0,0
1538,635700.0,4,2.5,3240,13978,1.0,0,0,10,1860,1380.0,1977,0.0,37,47.6298,-122.057,3150,12767,62554.0,45,2014,1,0,0
1539,598000.0,5,2.25,2890,12478,2.0,0,0,10,2890,0.0,1977,0.0,37,47.6295,-122.052,2570,11880,62554.0,45,2014,1,0,0
1540,561600.0,4,2.5,2350,6624,2.0,0,0,10,2350,0.0,1990,0.0,37,47.6262,-122.045,2590,11240,62554.0,32,2014,2,0,0
1541,1020000.0,4,3.75,4060,19290,2.0,0,0,0,4060,0.0,2002,0.0,37,47.6051,-122.053,4020,13250,62554.0,20,2014,1,0,0
1542,620000.0,4,2.25,2210,8101,2.0,0,0,10,2210,0.0,1985,0.0,37,47.6475,-122.07,2330,8842,62554.0,37,2015,0,0,0
1543,546200.0,4,2.25,2090,8579,2.0,0,0,9,2090,0.0,1987,0.0,37,47.6364,-122.03,1850,8843,62554.0,35,2015,1,0,0
1544,490000.0,3,2.25,2330,3600,1.5,0,0,9,2330,0.0,1971,0.0,37,47.631,-122.061,2050,4275,62554.0,51,2015,1,0,0
1546,655000.0,4,2.5,2370,9517,1.0,0,0,10,1630,740.0,1984,0.0,37,47.6222,-122.03399999999999,2440,9035,62554.0,38,2014,2,0,0
1547,730000.0,4,2.5,2740,11975,2.0,0,2,9,2740,0.0,1991,0.0,37,47.6315,-122.02799999999999,2310,9068,62554.0,31,2014,2,0,0
1548,645000.0,3,2.5,2490,5978,2.0,0,0,10,2490,0.0,2003,0.0,37,47.6298,-122.022,2710,6629,62554.0,19,2015,0,0,0
1549,482000.0,3,2.25,1710,21485,2.0,0,0,8,1710,0.0,1989,0.0,37,47.6198,-122.053,1680,21485,62554.0,33,2014,2,0,0
1550,583000.0,3,2.25,1830,8276,1.0,0,0,9,1350,480.0,1989,0.0,37,47.6336,-122.025,1920,8276,62554.0,33,2015,1,0,0
1551,537000.0,3,2.0,1550,27003,1.5,0,0,9,1550,0.0,1982,0.0,37,47.606,-122.056,2400,27003,62554.0,40,2015,0,0,0
1552,875000.0,5,3.25,4230,21455,2.0,0,0,0,2720,1510.0,1990,0.0,37,47.6375,-122.015,3280,22393,62554.0,32,2015,0,0,0
1553,530000.0,4,2.25,1980,15086,2.0,0,0,9,1980,0.0,1981,0.0,37,47.647,-122.064,2100,10927,62554.0,41,2014,1,0,0
1554,770000.0,4,2.5,3210,14910,2.0,0,0,0,3210,0.0,1995,0.0,37,47.6073,-122.06200000000001,3280,14910,62554.0,27,2014,1,0,0
1555,640000.0,3,3.5,2480,10800,2.0,0,0,9,2480,0.0,1998,0.0,37,47.6083,-122.06,2380,11310,62554.0,24,2014,2,0,0
1556,780000.0,3,2.25,2206,82031,1.0,0,0,7,866,1340.0,1983,0.0,37,47.6302,-122.069,2590,53024,62554.0,39,2014,3,0,1
1557,365000.0,2,1.75,1270,7500,1.0,0,2,8,1270,0.0,1982,0.0,37,47.6186,-122.06299999999999,1280,7500,62554.0,40,2014,2,0,0
1558,577500.0,3,2.5,2280,10879,2.0,0,0,10,2280,0.0,1984,0.0,37,47.6217,-122.03399999999999,2400,9536,62554.0,38,2014,3,0,0
1559,415000.0,3,2.25,1820,9694,1.0,0,0,8,1240,580.0,1977,0.0,37,47.6157,-122.05,1820,9694,62554.0,45,2015,0,0,0
1560,858450.0,5,2.75,3460,7977,2.0,0,0,10,3460,0.0,2011,0.0,37,47.5908,-122.06200000000001,3390,6630,62554.0,11,2014,3,0,0
1561,505000.0,3,2.5,1820,11012,2.0,0,0,9,1820,0.0,1988,0.0,37,47.6358,-122.02600000000001,1860,7767,62554.0,34,2014,3,0,0
1562,500000.0,4,2.25,1960,12436,2.0,0,0,9,1960,0.0,1984,0.0,37,47.6276,-122.037,1960,12436,62554.0,38,2014,2,0,0
1563,356000.0,3,1.5,1140,7500,1.0,0,0,8,1140,0.0,1976,0.0,37,47.619,-122.064,1380,7500,62554.0,46,2014,3,0,0
1564,605000.0,3,2.25,1960,10139,2.0,0,0,9,1960,0.0,1984,0.0,37,47.6481,-122.061,2080,9753,62554.0,38,2015,1,0,0
1565,809950.0,4,2.5,3280,6181,2.0,0,0,0,3280,0.0,2001,0.0,37,47.6484,-122.081,3110,7570,62554.0,21,2014,1,0,0
1566,675000.0,4,2.5,2390,5249,2.0,0,0,10,2390,0.0,2006,0.0,37,47.6194,-122.02600000000001,2600,5342,62554.0,16,2014,2,0,0
1567,615000.0,5,2.25,2480,12070,2.0,0,0,10,2480,0.0,1978,0.0,37,47.631,-122.052,2570,12000,62554.0,44,2014,1,0,0
1568,560000.0,4,2.5,2300,7989,2.0,0,0,10,2300,0.0,1990,0.0,37,47.6273,-122.03399999999999,2280,8835,62554.0,32,2014,1,0,0
1569,735000.0,4,2.5,3100,8529,2.0,0,0,10,3100,0.0,1990,0.0,37,47.6252,-122.029,2710,8344,62554.0,32,2014,2,0,0
1570,525000.0,3,1.75,2120,9146,1.0,0,0,9,1260,860.0,1981,0.0,37,47.6475,-122.064,2040,10485,62554.0,41,2014,3,0,0
1571,525000.0,3,2.0,1790,11430,1.0,0,0,8,1190,600.0,1985,0.0,37,47.6319,-122.035,1700,12114,62554.0,37,2015,0,0,0
1572,828000.0,4,2.5,3520,9901,2.0,0,0,0,3520,0.0,1998,0.0,37,47.6084,-122.01100000000001,3490,9667,62554.0,24,2014,2,0,0
1573,645000.0,4,2.5,2340,8955,2.0,0,0,10,2340,0.0,1990,0.0,37,47.6283,-122.02600000000001,2340,8955,62554.0,32,2014,3,0,0
1574,473000.0,3,2.25,1890,12236,1.0,0,0,9,1890,0.0,1978,0.0,37,47.6232,-122.04700000000001,2390,12323,62554.0,44,2014,2,0,0
1575,475000.0,3,1.5,1930,11092,1.0,0,0,8,1500,430.0,1983,0.0,37,47.63399999999999,-122.03299999999999,1230,10964,62554.0,39,2014,2,0,0
1576,459800.0,3,2.0,1690,16061,1.0,0,0,8,1690,0.0,1984,0.0,37,47.6359,-122.035,1280,12436,62554.0,38,2014,3,0,0
1577,750000.0,4,2.25,3140,12150,2.0,0,0,10,3140,0.0,1979,0.0,37,47.6361,-122.04700000000001,2370,12054,62554.0,43,2014,3,0,0
1578,400000.0,3,1.0,1410,9704,1.0,0,0,9,1140,270.0,1983,0.0,37,47.6203,-122.036,1910,13639,62554.0,39,2015,0,0,0
1579,475000.0,2,2.5,1620,14467,2.0,0,0,8,1620,0.0,1981,0.0,37,47.6306,-122.035,1470,13615,62554.0,41,2014,3,0,0
1580,835000.0,3,2.5,2960,6856,2.0,0,0,0,2960,0.0,2009,0.0,37,47.5906,-122.057,3320,6856,62554.0,13,2014,3,0,0
1581,400000.0,3,2.0,1010,12252,1.0,0,0,9,1010,0.0,1980,0.0,37,47.6224,-122.045,1840,11497,62554.0,42,2015,0,0,0
1582,524000.0,4,2.25,2190,15491,2.0,0,0,9,2190,0.0,1981,0.0,37,47.6299,-122.039,2090,15039,62554.0,41,2015,0,0,0
1583,885250.0,4,2.5,3670,49658,2.0,0,0,0,3670,0.0,1999,0.0,37,47.6219,-122.015,3040,49658,62554.0,23,2014,2,0,0
1584,635000.0,4,2.0,2260,8457,2.0,0,0,10,2260,0.0,1992,0.0,37,47.6251,-122.03,2410,7713,62554.0,30,2014,2,0,0
1585,675000.0,4,2.25,2760,12100,2.0,0,2,10,2760,0.0,1976,0.0,37,47.6285,-122.05799999999999,2850,12410,62554.0,46,2014,3,0,0
1586,1050000.0,3,1.0,1860,44431,1.0,0,2,7,1860,0.0,1947,0.0,37,47.6057,-122.038,2000,44431,62554.0,75,2015,0,0,0
1587,919950.0,5,2.75,3170,7062,2.0,0,0,10,3170,0.0,2014,0.0,37,47.5937,-122.061,3210,6891,62554.0,8,2014,2,0,0
1588,676000.0,4,2.5,2800,5368,2.0,0,0,9,2800,0.0,2003,0.0,37,47.6076,-122.053,2790,5368,62554.0,19,2014,2,0,0
1589,600000.0,4,2.5,2230,12753,1.0,0,2,8,1180,1050.0,1981,0.0,37,47.6297,-122.03299999999999,1860,12753,62554.0,41,2014,2,0,0
1590,950000.0,4,3.25,3820,15293,2.0,0,0,0,3820,0.0,2003,0.0,37,47.6097,-122.01700000000001,2790,7142,62554.0,19,2014,2,0,0
1591,550000.0,3,2.25,1880,11556,2.0,0,0,9,1880,0.0,1987,0.0,37,47.6283,-122.03200000000001,1880,12000,62554.0,35,2015,1,0,0
1592,324950.0,3,1.0,1240,7500,1.0,0,2,8,1240,0.0,1976,0.0,37,47.6199,-122.06200000000001,1240,9750,62554.0,46,2014,2,0,0
1593,715000.0,4,2.5,2570,7980,2.0,0,0,10,2570,0.0,1998,0.0,37,47.6378,-122.065,2760,6866,62554.0,24,2014,3,0,0
1594,390000.0,4,1.75,2020,9750,1.0,0,0,8,1100,920.0,1975,0.0,37,47.6192,-122.055,1670,9600,62554.0,47,2014,2,0,0
1595,660000.0,4,2.25,3180,13653,2.0,0,0,10,3180,0.0,1978,0.0,37,47.6316,-122.05,2910,12350,62554.0,44,2015,1,0,0
1596,565000.0,4,2.5,2500,12090,1.0,0,0,10,2500,0.0,1983,0.0,37,47.6346,-122.045,3380,12760,62554.0,39,2015,0,0,0
1597,410000.0,3,2.5,1830,2839,2.0,0,0,9,1830,0.0,1999,0.0,37,47.6022,-122.021,1830,3011,62554.0,23,2014,2,0,0
1598,557000.0,4,1.75,2660,11315,2.0,0,2,9,2660,0.0,1983,0.0,37,47.6204,-122.044,1980,11315,62554.0,39,2014,3,0,0
1599,505000.0,2,3.0,2770,10800,1.5,0,4,9,1910,860.0,1984,0.0,37,47.6082,-122.057,2140,10800,62554.0,38,2014,2,0,0
1600,539000.0,3,1.5,1740,12000,2.0,0,0,10,1740,0.0,1974,0.0,37,47.6276,-122.053,2580,12224,62554.0,48,2014,3,0,0
1601,1200000.0,4,3.25,3850,19842,2.0,0,0,1,3180,670.0,1989,0.0,37,47.6239,-122.065,4320,19500,62554.0,33,2014,2,0,1
1602,785000.0,4,2.5,3210,24527,1.5,0,0,1,3210,0.0,1984,0.0,37,47.6399,-122.052,3280,24527,62554.0,38,2015,1,0,0
1603,834950.0,5,2.75,3230,6500,2.0,0,0,10,3230,0.0,2014,0.0,37,47.6237,-122.023,3180,7624,62554.0,8,2015,0,0,0
1604,780000.0,6,4.25,4310,10000,2.0,0,0,9,2950,1360.0,2008,0.0,37,47.6214,-122.06200000000001,2100,10000,62554.0,14,2014,3,0,0
1606,949990.0,4,4.0,3970,7314,2.0,0,0,10,3970,0.0,2014,0.0,37,47.6173,-122.056,3560,5258,62554.0,8,2015,0,0,0
1607,925000.0,4,2.75,3730,8014,2.0,0,0,0,3730,0.0,2012,0.0,37,47.6036,-122.059,3670,8279,62554.0,10,2014,1,0,0
1608,804995.0,5,1.5,3360,5402,2.0,0,0,10,3360,0.0,2014,0.0,37,47.6067,-122.053,3360,5415,62554.0,8,2014,1,0,0
1609,829995.0,5,3.25,3360,6120,2.0,0,0,10,3360,0.0,2014,0.0,37,47.607,-122.053,3230,5398,62554.0,8,2014,2,0,0
1610,859990.0,4,2.75,3520,5500,2.0,0,0,10,3520,0.0,2014,0.0,37,47.6181,-122.056,3340,5500,62554.0,8,2014,2,0,0
1612,635000.0,4,2.25,2240,5000,2.0,0,0,9,2240,0.0,2013,0.0,37,47.6212,-122.05799999999999,1760,7500,62554.0,9,2014,2,0,0
1613,995000.0,5,3.25,4130,7197,2.0,0,0,0,4130,0.0,2012,0.0,37,47.6022,-122.06,3730,7202,62554.0,10,2014,2,0,0
1614,550000.0,3,2.5,2430,5400,2.0,0,0,9,2430,0.0,2007,0.0,37,47.6062,-122.057,2640,11990,62554.0,15,2014,3,0,0
1615,1100000.0,4,4.0,3770,8899,2.0,0,0,0,2940,830.0,2006,0.0,37,47.6476,-122.079,3300,8308,62554.0,16,2014,2,0,0
1616,834995.0,5,1.5,3360,5225,2.0,0,0,10,3360,0.0,2014,0.0,37,47.6072,-122.053,3230,5368,62554.0,8,2014,2,0,0
1617,849990.0,4,2.75,3300,4987,2.0,0,0,10,3300,0.0,2014,0.0,37,47.6175,-122.056,3520,5453,62554.0,8,2014,3,0,0
1618,889950.0,5,3.5,3700,7055,2.0,0,0,10,3700,0.0,2014,0.0,37,47.5929,-122.057,3170,6527,62554.0,8,2015,0,0,0
1619,929000.0,5,3.25,4150,7100,2.0,0,0,0,4150,0.0,2013,0.0,37,47.6026,-122.06,3560,7214,62554.0,9,2014,3,0,0
1620,837219.0,5,2.75,3030,7679,2.0,0,0,10,3030,0.0,2014,0.0,37,47.593,-122.057,3080,6341,62554.0,8,2014,1,0,0
1621,852880.0,4,3.25,3450,6184,2.0,0,0,10,3450,0.0,2014,0.0,37,47.6072,-122.054,3020,5369,62554.0,8,2014,1,0,0
1622,859950.0,6,4.0,3180,6551,2.0,0,0,10,3180,0.0,2014,0.0,37,47.6236,-122.023,3230,7602,62554.0,8,2014,3,0,0
1623,922755.0,4,3.5,3560,4951,2.0,0,0,10,3560,0.0,2014,0.0,37,47.6178,-122.055,3540,5500,62554.0,8,2014,3,0,0
1624,760005.0,4,2.75,3090,5859,2.0,0,0,10,3090,0.0,2010,0.0,37,47.6057,-122.04700000000001,2960,5250,62554.0,12,2014,2,0,0
1626,925000.0,4,3.25,3640,60086,2.0,0,0,0,3640,0.0,2005,0.0,37,47.6328,-122.016,2900,51721,62554.0,17,2014,2,0,0
1627,409000.0,3,2.5,1890,6500,2.0,0,0,8,1890,0.0,2012,0.0,37,47.6225,-122.05799999999999,2340,7500,62554.0,10,2014,2,0,0
1628,888990.0,4,2.75,3540,5500,2.0,0,0,10,3540,0.0,2014,0.0,37,47.6181,-122.056,3540,5500,62554.0,8,2014,2,0,0
1629,800000.0,4,2.5,3691,11088,2.0,0,0,9,3691,0.0,2013,0.0,37,47.6122,-122.059,3190,11270,62554.0,9,2014,2,0,1
1630,769995.0,5,2.75,3010,5398,2.0,0,0,10,3010,0.0,2014,0.0,37,47.6067,-122.053,3360,5407,62554.0,8,2014,2,0,0
1631,864327.0,5,3.25,3480,6507,2.0,0,0,10,3480,0.0,2014,0.0,37,47.607,-122.053,3360,5398,62554.0,8,2014,2,0,0
1632,831548.0,5,2.75,3010,4919,2.0,0,0,10,3010,0.0,2014,0.0,37,47.6067,-122.052,3230,5415,62554.0,8,2014,2,0,0
1633,895950.0,5,2.75,3180,9255,2.0,0,0,10,3180,0.0,2014,0.0,37,47.6232,-122.023,3180,7782,62554.0,8,2015,1,0,0
1634,924000.0,5,2.75,3210,8001,2.0,0,0,10,3210,0.0,2014,0.0,37,47.5935,-122.061,3190,6624,62554.0,8,2014,3,0,0
1635,869950.0,4,2.75,3140,7928,2.0,0,0,10,3140,0.0,2013,0.0,37,47.5923,-122.05799999999999,3500,7055,62554.0,9,2014,3,0,0
1636,861111.0,4,2.5,3650,7090,2.0,0,0,0,3650,0.0,2008,0.0,37,47.606,-122.052,3860,7272,62554.0,14,2015,1,0,0
1637,1450000.0,4,3.5,4300,108865,2.0,0,0,1,4300,0.0,2014,0.0,37,47.6258,-122.005,4650,107498,62554.0,8,2014,3,0,0
1638,1380000.0,5,4.5,4350,13405,2.0,0,0,1,4350,0.0,2014,0.0,37,47.6018,-122.06,3990,7208,62554.0,8,2014,3,0,0
1641,861990.0,5,2.75,3595,5639,2.0,0,0,10,3595,0.0,2014,0.0,29,47.6848,-122.016,3625,5639,66004.0,8,2014,2,0,0
1642,479950.0,2,2.0,1510,6516,1.0,0,0,9,1510,0.0,2005,0.0,29,47.7076,-122.01299999999999,1640,6009,66004.0,17,2015,0,0,0
1643,516500.0,3,2.5,1480,4729,2.0,0,0,8,1480,0.0,2004,0.0,29,47.6794,-122.03399999999999,2250,4729,66004.0,18,2015,0,0,0
1644,780000.0,4,2.5,3500,7048,2.0,0,0,10,3500,0.0,2005,0.0,29,47.6811,-122.025,3920,7864,66004.0,17,2014,1,0,0
1645,463000.0,3,2.5,1640,29970,2.0,0,0,8,1640,0.0,1992,0.0,29,47.6359,-121.97399999999999,1580,28399,66004.0,30,2014,1,0,0
1646,1100000.0,5,3.5,4410,57063,2.0,0,2,10,4410,0.0,1990,0.0,29,47.6554,-122.01799999999999,2900,50529,66004.0,32,2014,2,0,0
1647,650000.0,4,2.5,3040,6587,2.0,0,0,8,3040,0.0,2003,0.0,29,47.683,-122.039,2740,6587,66004.0,19,2014,1,0,0
1648,435000.0,3,2.5,1840,5680,2.0,0,0,8,1840,0.0,2008,0.0,29,47.6969,-122.02600000000001,1600,4697,66004.0,14,2014,2,0,0
1649,505000.0,3,1.5,1830,217800,1.0,0,0,8,1010,820.0,1981,0.0,29,47.6277,-121.97200000000001,2450,165963,66004.0,41,2014,2,0,0
